Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeNumber,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
33,0,Travel_Rarely,Sales,10,4,Marketing,1924,2,Male,3,2,Sales Executive,3,Single,5487,1,Y,No,14,3,2,80,0,10,2,2,10,4,0,9
28,0,Travel_Rarely,Research & Development,1,3,Medical,1834,3,Female,3,1,Research Scientist,1,Married,3591,1,Y,No,25,4,3,80,1,3,3,3,3,2,1,2
30,1,Travel_Rarely,Sales,1,3,Life Sciences,1562,2,Male,2,2,Sales Executive,1,Married,9714,1,Y,No,11,3,4,80,1,10,4,3,10,8,6,7
29,1,Travel_Rarely,Sales,27,3,Marketing,283,2,Female,3,3,Sales Executive,4,Married,7639,1,Y,No,22,4,4,80,3,10,3,2,10,4,1,9
39,1,Travel_Rarely,Research & Development,23,3,Medical,1310,3,Male,3,1,Research Scientist,1,Single,3904,0,Y,No,13,3,1,80,0,6,2,3,5,2,0,3
36,0,Travel_Rarely,Research & Development,26,4,Life Sciences,1682,1,Male,3,2,Healthcare Representative,3,Married,5347,6,Y,No,14,3,2,80,2,10,2,2,3,2,0,2
32,0,Non-Travel,Research & Development,29,4,Medical,1046,4,Female,3,1,Laboratory Technician,3,Single,4025,9,Y,No,12,3,2,80,0,10,2,3,8,7,7,7
23,0,Travel_Rarely,Research & Development,4,3,Medical,705,1,Male,4,1,Research Scientist,1,Married,2819,2,Y,No,16,3,1,80,1,5,3,4,3,2,0,2
29,0,Travel_Rarely,Sales,10,3,Life Sciences,749,3,Male,3,1,Sales Representative,3,Single,2642,1,Y,No,11,3,3,80,0,1,6,3,1,0,0,0
41,0,Travel_Rarely,Sales,1,3,Marketing,534,2,Male,4,3,Sales Executive,1,Married,8392,1,Y,No,16,3,3,80,1,10,2,3,10,7,0,7
54,0,Travel_Rarely,Research & Development,7,4,Medical,1830,4,Female,3,2,Research Scientist,4,Married,6854,4,Y,No,15,3,2,80,1,14,2,2,7,1,1,7
35,1,Travel_Frequently,Research & Development,25,4,Life Sciences,881,4,Female,3,1,Research Scientist,2,Divorced,2022,1,Y,Yes,19,3,1,80,1,10,3,2,10,2,7,8
28,0,Travel_Frequently,Research & Development,6,3,Life Sciences,1154,3,Male,2,1,Research Scientist,3,Divorced,2703,1,Y,Yes,14,3,4,80,1,3,2,3,3,1,0,2
34,0,Travel_Rarely,Sales,3,2,Life Sciences,1779,4,Female,1,2,Sales Executive,4,Single,6029,5,Y,No,12,3,1,80,0,6,3,3,2,2,2,2
31,0,Travel_Frequently,Research & Development,1,3,Life Sciences,1956,4,Male,1,2,Research Scientist,1,Married,5003,1,Y,No,21,4,2,80,0,10,6,3,10,8,8,7
32,1,Non-Travel,Sales,11,4,Other,631,4,Male,4,2,Sales Executive,3,Married,4707,8,Y,No,12,3,4,80,0,6,2,3,4,2,1,2
40,0,Travel_Frequently,Research & Development,11,3,Technical Degree,1985,4,Female,3,2,Laboratory Technician,3,Married,6323,1,Y,No,11,3,1,80,1,10,2,4,10,9,9,4
28,0,Travel_Rarely,Research & Development,2,1,Life Sciences,1136,1,Male,2,1,Research Scientist,2,Married,3201,0,Y,No,17,3,1,80,0,6,2,1,5,3,0,4
22,0,Travel_Rarely,Research & Development,1,2,Life Sciences,872,4,Male,2,2,Manufacturing Director,4,Married,4775,6,Y,No,22,4,1,80,2,4,2,1,2,2,2,2
28,0,Travel_Frequently,Research & Development,1,4,Medical,1286,4,Male,3,1,Laboratory Technician,3,Single,2154,0,Y,Yes,11,3,3,80,0,5,2,2,4,2,0,2
25,0,Travel_Rarely,Sales,4,2,Life Sciences,527,2,Female,2,2,Sales Executive,4,Single,4487,1,Y,Yes,11,3,2,80,0,5,3,3,5,4,1,3
35,0,Non-Travel,Research & Development,3,3,Life Sciences,704,3,Male,2,1,Laboratory Technician,3,Married,1281,1,Y,No,18,3,3,80,2,1,3,3,1,0,0,0
32,0,Travel_Rarely,Sales,7,5,Marketing,1446,4,Male,3,2,Sales Executive,4,Married,9204,4,Y,No,12,3,3,80,1,7,3,2,4,3,0,3
38,0,Travel_Rarely,Research & Development,6,2,Other,1782,4,Female,2,1,Laboratory Technician,3,Married,3702,1,Y,No,11,3,2,80,1,5,3,3,5,4,0,4
29,1,Travel_Frequently,Sales,13,3,Technical Degree,1487,1,Female,3,2,Sales Executive,2,Single,5765,5,Y,No,11,3,1,80,0,7,4,1,5,3,0,0
25,0,Travel_Rarely,Sales,28,3,Life Sciences,183,1,Male,2,2,Sales Executive,3,Married,8639,2,Y,No,18,3,4,80,0,6,3,3,2,2,2,2
29,0,Travel_Rarely,Research & Development,15,2,Life Sciences,15,4,Female,2,2,Laboratory Technician,3,Single,4193,0,Y,Yes,12,3,4,80,0,10,3,3,9,5,0,8
31,0,Non-Travel,Research & Development,5,3,Medical,2057,2,Male,3,2,Manufacturing Director,1,Single,9936,0,Y,No,19,3,2,80,0,10,2,3,9,4,1,7
40,0,Travel_Rarely,Research & Development,24,2,Technical Degree,335,1,Male,3,2,Research Scientist,4,Divorced,3319,1,Y,No,17,3,1,80,2,9,3,3,9,8,4,7
54,0,Travel_Frequently,Research & Development,20,4,Life Sciences,450,4,Female,3,2,Research Scientist,3,Single,4869,3,Y,No,12,3,4,80,0,20,4,2,4,3,0,3
47,0,Travel_Rarely,Research & Development,2,4,Medical,1443,1,Female,3,4,Research Director,3,Married,17169,3,Y,No,19,3,2,80,2,26,2,4,20,17,5,6
27,0,Travel_Frequently,Sales,8,1,Marketing,800,3,Male,3,2,Sales Executive,4,Married,4342,0,Y,No,19,3,2,80,1,5,3,3,4,2,1,1
35,0,Travel_Rarely,Sales,1,3,Medical,620,1,Female,3,2,Sales Executive,3,Single,4859,1,Y,No,16,3,4,80,0,5,3,3,5,4,0,3
48,0,Non-Travel,Research & Development,1,4,Medical,1116,1,Male,4,4,Manager,4,Single,16885,2,Y,No,22,4,3,80,0,27,3,2,5,4,2,1
47,0,Travel_Rarely,Human Resources,26,4,Life Sciences,1625,4,Female,3,5,Manager,3,Married,19658,3,Y,No,11,3,3,80,1,27,2,3,5,2,1,0
51,0,Travel_Rarely,Research & Development,6,3,Life Sciences,162,1,Male,3,5,Research Director,3,Single,19537,7,Y,No,13,3,3,80,0,23,5,3,20,18,15,15
41,0,Non-Travel,Research & Development,2,4,Other,616,1,Female,2,2,Healthcare Representative,3,Single,6811,2,Y,Yes,17,3,1,80,0,10,3,3,8,7,0,7
30,0,Travel_Rarely,Sales,15,2,Marketing,1754,3,Male,2,3,Sales Executive,1,Divorced,7140,2,Y,No,11,3,1,80,1,12,2,3,7,7,1,7
34,0,Travel_Rarely,Sales,8,2,Technical Degree,1823,2,Male,4,2,Sales Executive,3,Married,6799,1,Y,No,21,4,3,80,2,10,5,3,10,8,4,8
30,0,Travel_Rarely,Sales,10,3,Marketing,1179,3,Male,2,2,Sales Executive,3,Married,6578,1,Y,No,18,3,1,80,1,10,3,3,10,3,1,4
27,0,Non-Travel,Research & Development,3,3,Medical,850,4,Male,3,1,Research Scientist,4,Married,1706,1,Y,No,11,3,3,80,3,0,6,2,0,0,0,0
41,0,Travel_Rarely,Human Resources,1,3,Human Resources,734,4,Male,2,5,Manager,3,Married,19189,1,Y,No,12,3,2,80,1,22,3,3,22,7,2,10
49,0,Travel_Rarely,Research & Development,8,2,Other,944,1,Female,3,3,Laboratory Technician,2,Married,7403,4,Y,No,11,3,3,80,1,29,3,2,26,9,1,7
35,0,Travel_Rarely,Research & Development,1,3,Medical,1369,4,Female,2,2,Laboratory Technician,4,Married,5363,0,Y,No,12,3,2,80,1,10,0,3,9,7,0,0
36,0,Travel_Rarely,Research & Development,12,5,Medical,1073,4,Female,2,3,Manufacturing Director,4,Single,8858,0,Y,No,11,3,2,80,0,15,2,2,14,8,7,8
29,1,Travel_Rarely,Sales,1,3,Medical,896,2,Female,2,1,Sales Representative,3,Divorced,2800,6,Y,Yes,19,3,3,80,3,5,3,3,3,2,0,2
20,1,Travel_Frequently,Sales,9,3,Marketing,1077,4,Female,3,1,Sales Representative,4,Single,2323,1,Y,Yes,14,3,2,80,0,2,3,3,2,2,0,2
35,1,Travel_Rarely,Research & Development,23,2,Life Sciences,261,2,Male,2,2,Manufacturing Director,3,Married,5916,3,Y,Yes,13,3,1,80,0,8,1,3,1,0,0,1
56,0,Travel_Rarely,Research & Development,4,4,Technical Degree,1191,4,Female,3,5,Manager,1,Divorced,19943,4,Y,No,13,3,4,80,1,28,2,3,5,2,4,2
38,0,Travel_Frequently,Research & Development,2,2,Life Sciences,556,4,Male,3,1,Laboratory Technician,4,Married,1702,1,Y,Yes,23,4,3,80,1,1,3,3,1,0,0,0
36,0,Travel_Rarely,Research & Development,27,3,Medical,13,3,Male,3,2,Healthcare Representative,3,Married,5237,6,Y,No,13,3,2,80,2,17,3,2,7,7,7,7
26,0,Travel_Frequently,Research & Development,1,3,Life Sciences,384,3,Female,3,2,Manufacturing Director,2,Divorced,6397,1,Y,No,20,4,1,80,1,6,6,1,6,5,1,4
50,0,Non-Travel,Research & Development,2,4,Life Sciences,905,1,Male,3,4,Manager,1,Divorced,17924,1,Y,No,11,3,4,80,1,31,3,3,31,6,14,7
32,1,Travel_Rarely,Research & Development,9,3,Medical,190,1,Female,3,1,Laboratory Technician,1,Single,4200,7,Y,No,22,4,1,80,0,10,2,4,5,4,0,4
32,0,Travel_Rarely,Sales,1,4,Medical,2013,2,Male,2,1,Sales Representative,2,Married,2269,0,Y,No,14,3,2,80,1,3,2,3,2,2,2,2
29,0,Travel_Rarely,Research & Development,1,3,Life Sciences,1249,1,Female,3,1,Research Scientist,4,Divorced,3760,1,Y,No,15,3,1,80,3,3,5,3,3,2,1,2
30,0,Travel_Rarely,Research & Development,6,3,Technical Degree,1311,1,Female,2,2,Laboratory Technician,4,Married,4627,0,Y,No,12,3,1,80,1,10,6,3,9,2,6,7
40,0,Non-Travel,Sales,28,3,Other,615,3,Male,1,3,Sales Executive,1,Divorced,10932,3,Y,No,15,3,3,80,1,20,2,3,1,0,0,1
34,0,Travel_Frequently,Research & Development,1,4,Other,1431,4,Male,3,1,Research Scientist,1,Divorced,2996,5,Y,No,14,3,3,80,2,10,2,3,4,3,1,3
29,0,Travel_Rarely,Research & Development,3,1,Medical,1586,2,Male,3,1,Laboratory Technician,1,Single,4723,1,Y,Yes,18,3,4,80,0,10,3,3,10,9,1,5
55,0,Travel_Rarely,Research & Development,1,3,Medical,374,4,Male,3,5,Manager,1,Single,19045,0,Y,Yes,14,3,3,80,0,37,2,3,36,10,4,13
38,0,Travel_Rarely,Sales,1,4,Life Sciences,230,1,Female,2,2,Sales Executive,4,Single,8686,4,Y,No,22,4,3,80,0,12,2,4,8,3,0,7
46,0,Non-Travel,Sales,26,2,Life Sciences,1801,2,Male,2,2,Sales Executive,2,Single,7991,8,Y,No,15,3,3,80,0,6,3,3,2,2,2,2
36,0,Travel_Rarely,Sales,3,4,Marketing,1425,1,Female,3,2,Sales Executive,2,Single,9278,3,Y,Yes,16,3,4,80,0,15,3,3,5,4,0,1
58,1,Travel_Rarely,Research & Development,2,3,Technical Degree,977,4,Male,3,1,Research Scientist,3,Single,2479,4,Y,No,24,4,1,80,0,7,4,3,1,0,0,0
44,0,Travel_Rarely,Research & Development,7,4,Medical,36,1,Female,2,3,Healthcare Representative,4,Married,10248,3,Y,No,14,3,4,80,1,24,4,3,22,6,5,17
40,0,Travel_Rarely,Sales,26,3,Marketing,1066,3,Male,3,2,Sales Executive,1,Married,8396,1,Y,No,14,3,2,80,1,8,3,2,7,7,7,5
33,0,Travel_Rarely,Research & Development,13,1,Life Sciences,995,2,Female,3,1,Research Scientist,4,Single,3452,3,Y,No,18,3,1,80,0,5,4,3,3,2,0,2
26,1,Travel_Frequently,Research & Development,3,1,Technical Degree,510,3,Male,3,1,Research Scientist,1,Single,3102,0,Y,No,22,4,3,80,0,7,2,3,6,4,0,4
49,0,Travel_Rarely,Research & Development,16,3,Medical,1674,4,Female,3,1,Laboratory Technician,1,Divorced,2587,4,Y,Yes,16,3,2,80,1,17,2,2,2,2,2,2
35,0,Travel_Rarely,Human Resources,26,4,Life Sciences,2040,3,Female,3,3,Human Resources,4,Single,8837,1,Y,Yes,16,3,3,80,0,9,2,3,9,0,1,7
27,0,Non-Travel,Research & Development,8,5,Life Sciences,1094,1,Male,1,1,Laboratory Technician,3,Married,4621,1,Y,No,19,3,4,80,3,3,4,3,3,2,1,2
26,0,Travel_Rarely,Research & Development,6,3,Other,164,3,Female,2,1,Research Scientist,2,Married,2368,1,Y,No,19,3,3,80,0,5,3,2,5,4,4,3
49,0,Travel_Rarely,Research & Development,20,4,Medical,170,3,Female,3,2,Manufacturing Director,1,Married,6567,1,Y,No,14,3,3,80,0,16,2,2,15,11,5,11
49,0,Travel_Rarely,Research & Development,1,2,Technical Degree,431,3,Female,2,4,Healthcare Representative,3,Single,13964,7,Y,Yes,12,3,4,80,0,25,2,3,7,1,0,7
45,0,Travel_Rarely,Research & Development,25,2,Life Sciences,1888,2,Female,2,2,Manufacturing Director,4,Married,5906,0,Y,No,13,3,4,80,2,10,2,2,9,8,3,8
28,1,Travel_Rarely,Research & Development,5,4,Technical Degree,65,3,Male,3,1,Laboratory Technician,3,Single,3441,1,Y,Yes,13,3,3,80,0,2,3,2,2,2,2,2
26,0,Travel_Rarely,Research & Development,6,3,Life Sciences,686,3,Female,3,1,Laboratory Technician,4,Married,2659,1,Y,Yes,13,3,3,80,1,3,2,3,3,2,0,2
44,1,Travel_Rarely,Research & Development,10,4,Life Sciences,1200,3,Male,3,1,Research Scientist,3,Single,2936,1,Y,Yes,11,3,3,80,0,6,4,3,6,4,0,2
40,0,Travel_Rarely,Research & Development,1,4,Life Sciences,1361,2,Male,3,1,Laboratory Technician,2,Married,2387,3,Y,No,22,4,3,80,1,7,3,3,4,2,0,3
26,0,Travel_Rarely,Sales,5,3,Other,2060,4,Female,2,1,Sales Representative,3,Single,2966,0,Y,No,18,3,4,80,0,5,2,3,4,2,0,0
34,0,Non-Travel,Research & Development,3,4,Life Sciences,1115,3,Male,2,1,Research Scientist,4,Married,2979,3,Y,No,17,3,4,80,3,6,2,3,0,0,0,0
34,0,Travel_Frequently,Research & Development,2,2,Life Sciences,1140,4,Male,3,2,Manufacturing Director,3,Single,4033,2,Y,No,11,3,4,80,0,5,3,2,3,2,0,2
35,0,Travel_Rarely,Research & Development,27,4,Life Sciences,1728,4,Male,3,2,Manufacturing Director,3,Married,6883,2,Y,No,16,3,2,80,1,17,3,3,7,7,0,7
43,0,Travel_Rarely,Research & Development,6,3,Medical,1402,1,Female,2,2,Research Scientist,3,Single,4081,1,Y,Yes,14,3,1,80,0,20,3,1,20,7,1,8
30,0,Travel_Rarely,Research & Development,2,3,Life Sciences,117,3,Male,2,2,Healthcare Representative,4,Married,4152,1,Y,No,19,3,1,80,3,11,3,3,11,10,10,8
44,0,Travel_Rarely,Research & Development,1,4,Life Sciences,1903,2,Male,4,2,Healthcare Representative,1,Married,5033,2,Y,No,15,3,4,80,1,10,5,3,2,0,2,2
42,0,Travel_Rarely,Research & Development,12,3,Medical,1768,2,Male,3,1,Laboratory Technician,2,Divorced,2766,8,Y,No,22,4,2,80,3,7,6,2,5,3,0,4
30,0,Non-Travel,Research & Development,3,3,Life Sciences,562,3,Male,3,1,Laboratory Technician,4,Married,2097,4,Y,No,15,3,3,80,1,9,3,1,5,3,1,4
30,0,Non-Travel,Sales,22,4,Other,567,3,Female,3,3,Sales Executive,1,Married,8412,0,Y,No,11,3,3,80,0,10,3,3,9,8,7,8
38,0,Travel_Frequently,Research & Development,10,1,Medical,1006,3,Male,3,1,Research Scientist,3,Married,2684,0,Y,No,17,3,2,80,1,3,0,2,2,1,0,2
31,1,Travel_Frequently,Sales,1,4,Life Sciences,1427,2,Female,1,1,Sales Representative,3,Single,1359,1,Y,No,12,3,2,80,0,1,3,3,1,0,0,0
54,0,Travel_Rarely,Sales,2,4,Life Sciences,1070,3,Female,2,3,Sales Executive,3,Married,10686,6,Y,No,11,3,2,80,1,13,4,3,9,4,7,0
48,0,Travel_Rarely,Research & Development,15,4,Other,1576,3,Female,3,1,Research Scientist,1,Married,2367,8,Y,No,12,3,4,80,1,10,3,2,8,2,7,6
31,0,Travel_Rarely,Human Resources,8,2,Medical,1461,4,Female,4,1,Human Resources,2,Single,2109,9,Y,No,18,3,4,80,0,8,3,3,3,2,0,2
39,0,Travel_Rarely,Sales,15,4,Marketing,1975,2,Male,3,4,Sales Executive,1,Single,13341,0,Y,No,12,3,1,80,0,21,3,3,20,8,11,10
25,0,Travel_Rarely,Sales,8,3,Life Sciences,707,4,Male,4,2,Sales Executive,2,Married,4851,0,Y,No,22,4,3,80,1,4,4,3,3,2,1,2
34,0,Travel_Rarely,Sales,1,4,Marketing,1047,2,Male,4,2,Sales Executive,4,Divorced,9725,0,Y,No,11,3,4,80,1,16,2,2,15,1,0,9
27,1,Travel_Rarely,Sales,2,1,Marketing,667,3,Male,3,1,Sales Representative,1,Divorced,3041,0,Y,No,11,3,2,80,1,5,3,3,4,3,0,2
45,0,Travel_Rarely,Research & Development,20,3,Medical,1460,2,Male,1,3,Healthcare Representative,1,Divorced,10851,2,Y,Yes,18,3,2,80,1,24,2,3,7,7,0,7
27,0,Non-Travel,Research & Development,9,3,Medical,218,4,Male,3,1,Research Scientist,2,Divorced,2024,6,Y,No,18,3,4,80,1,6,1,1,2,2,2,2
46,0,Travel_Rarely,Research & Development,2,2,Life Sciences,1857,4,Male,3,3,Manufacturing Director,4,Divorced,8578,3,Y,No,14,3,3,80,1,12,4,2,9,8,4,7
26,1,Travel_Rarely,Human Resources,20,2,Medical,1818,4,Female,3,1,Human Resources,2,Married,2148,0,Y,Yes,11,3,3,80,0,6,3,3,5,1,1,4
35,0,Travel_Rarely,Sales,1,3,Marketing,600,2,Male,3,2,Sales Executive,3,Married,4717,9,Y,No,11,3,3,80,0,15,2,3,11,9,6,9
36,0,Travel_Rarely,Human Resources,13,3,Human Resources,829,3,Male,3,1,Human Resources,2,Married,2143,4,Y,No,13,3,2,80,1,8,2,3,5,2,0,4
43,0,Non-Travel,Research & Development,7,3,Medical,262,4,Male,4,1,Research Scientist,4,Divorced,2089,4,Y,No,14,3,4,80,3,7,3,4,5,4,2,2
32,1,Travel_Rarely,Research & Development,2,4,Life Sciences,1692,4,Male,3,1,Laboratory Technician,2,Single,1393,1,Y,No,12,3,1,80,0,1,2,3,1,0,0,0
33,1,Travel_Rarely,Research & Development,25,3,Medical,1108,1,Male,2,1,Research Scientist,2,Single,2313,4,Y,Yes,20,4,2,80,0,5,0,3,2,2,2,2
26,0,Travel_Frequently,Sales,1,3,Medical,956,3,Male,2,2,Sales Executive,1,Single,4294,1,Y,No,12,3,2,80,0,7,2,3,7,7,0,7
45,0,Travel_Frequently,Research & Development,25,3,Medical,1306,2,Female,3,5,Manager,2,Single,18061,3,Y,No,22,4,3,80,0,22,4,3,0,0,0,0
35,0,Travel_Rarely,Research & Development,4,2,Other,53,3,Male,3,1,Laboratory Technician,4,Divorced,1951,1,Y,No,12,3,3,80,1,1,3,3,1,0,0,0
32,0,Travel_Rarely,Research & Development,8,2,Medical,865,3,Female,4,2,Research Scientist,3,Married,5175,5,Y,No,12,3,3,80,1,9,3,2,5,3,1,3
31,0,Non-Travel,Research & Development,10,3,Medical,1979,3,Female,3,3,Research Director,3,Married,11031,4,Y,No,20,4,3,80,1,13,2,4,11,7,4,8
36,0,Travel_Rarely,Research & Development,8,3,Technical Degree,83,3,Female,3,3,Healthcare Representative,3,Divorced,10096,1,Y,No,13,3,2,80,3,17,2,3,17,14,12,8
55,1,Travel_Rarely,Research & Development,2,3,Medical,787,4,Male,3,5,Manager,1,Married,19859,5,Y,Yes,13,3,4,80,1,24,2,3,5,2,1,4
29,0,Travel_Rarely,Research & Development,1,3,Life Sciences,1954,1,Male,3,2,Healthcare Representative,1,Married,5373,0,Y,No,12,3,1,80,1,6,5,2,5,3,0,2
39,0,Travel_Rarely,Research & Development,24,1,Life Sciences,2014,1,Male,3,2,Research Scientist,4,Single,4108,7,Y,No,13,3,1,80,0,18,2,3,7,7,1,7
34,0,Travel_Rarely,Sales,10,4,Life Sciences,1055,3,Female,3,1,Sales Representative,3,Married,2220,1,Y,Yes,19,3,4,80,1,1,2,3,1,1,0,0
49,0,Travel_Rarely,Research & Development,1,3,Life Sciences,1677,3,Male,3,4,Manager,3,Single,15379,4,Y,No,14,3,1,80,0,23,2,3,8,7,0,0
36,0,Travel_Frequently,Research & Development,11,3,Life Sciences,85,2,Male,2,2,Manufacturing Director,2,Single,6499,1,Y,No,13,3,3,80,0,6,3,3,6,5,0,3
25,1,Travel_Rarely,Sales,5,3,Marketing,142,3,Male,2,2,Sales Executive,3,Single,5744,1,Y,Yes,11,3,4,80,0,6,1,3,6,4,0,3
35,0,Travel_Rarely,Research & Development,7,3,Other,845,3,Male,3,3,Manufacturing Director,3,Single,10221,3,Y,No,21,4,2,80,0,17,3,4,8,5,1,6
28,0,Travel_Rarely,Research & Development,8,2,Life Sciences,395,4,Female,3,1,Research Scientist,4,Single,3310,1,Y,No,21,4,4,80,0,5,3,3,5,3,0,2
28,0,Non-Travel,Research & Development,1,3,Life Sciences,1315,3,Female,1,2,Laboratory Technician,4,Married,6674,0,Y,No,11,3,1,80,3,10,6,3,9,8,7,5
37,0,Travel_Rarely,Human Resources,8,2,Other,1794,3,Male,3,2,Human Resources,2,Divorced,4071,2,Y,No,13,3,3,80,0,19,4,2,10,0,4,7
36,0,Non-Travel,Research & Development,9,4,Life Sciences,1949,1,Male,4,1,Laboratory Technician,2,Married,2810,1,Y,No,22,4,2,80,0,5,3,3,5,4,0,2
31,0,Travel_Rarely,Sales,2,1,Life Sciences,604,2,Male,3,2,Sales Executive,4,Single,6582,4,Y,Yes,13,3,3,80,0,10,2,4,6,5,0,5
35,0,Travel_Rarely,Research & Development,16,2,Other,1886,4,Female,2,2,Manufacturing Director,2,Married,4788,0,Y,Yes,11,3,4,80,0,4,2,3,3,2,0,2
30,1,Travel_Frequently,Research & Development,4,3,Technical Degree,514,3,Male,3,1,Research Scientist,4,Single,2285,9,Y,Yes,23,4,3,80,0,3,4,3,1,0,0,0
34,0,Travel_Rarely,Research & Development,9,3,Medical,717,4,Female,2,3,Healthcare Representative,2,Single,8621,1,Y,No,14,3,2,80,0,9,3,4,8,7,7,7
38,0,Travel_Frequently,Research & Development,29,5,Life Sciences,79,4,Female,3,2,Laboratory Technician,4,Single,2406,1,Y,No,11,3,4,80,0,10,2,3,10,3,9,9
38,0,Travel_Rarely,Research & Development,2,3,Life Sciences,24,4,Male,3,1,Research Scientist,4,Single,3944,5,Y,Yes,11,3,3,80,0,6,3,3,3,2,1,2
36,0,Travel_Rarely,Research & Development,4,4,Life Sciences,1435,1,Male,2,2,Laboratory Technician,4,Single,5810,1,Y,No,16,3,3,80,0,10,2,2,10,4,1,8
23,1,Travel_Rarely,Research & Development,8,1,Medical,1684,4,Male,2,1,Laboratory Technician,3,Single,3989,1,Y,Yes,11,3,1,80,0,5,2,3,5,4,1,2
27,0,Travel_Rarely,Research & Development,4,3,Life Sciences,2064,2,Male,4,2,Manufacturing Director,2,Married,6142,1,Y,Yes,20,4,2,80,1,6,0,3,6,2,0,3
35,0,Travel_Rarely,Research & Development,22,3,Life Sciences,577,4,Male,1,1,Laboratory Technician,3,Single,4230,0,Y,No,15,3,3,80,0,6,2,3,5,4,4,3
38,0,Travel_Rarely,Research & Development,9,2,Life Sciences,1940,2,Male,3,1,Research Scientist,4,Divorced,4771,2,Y,No,19,3,4,80,2,10,0,4,5,2,0,3
32,0,Travel_Rarely,Research & Development,3,2,Life Sciences,727,3,Female,3,3,Research Director,4,Single,11159,3,Y,No,15,3,4,80,0,10,6,3,7,7,7,7
23,0,Travel_Rarely,Research & Development,9,1,Medical,758,2,Male,3,1,Laboratory Technician,1,Married,2500,1,Y,No,14,3,4,80,1,5,2,4,4,3,0,2
32,0,Travel_Rarely,Sales,13,4,Life Sciences,859,2,Male,3,2,Sales Executive,4,Divorced,4403,2,Y,No,11,3,3,80,1,8,3,2,5,2,0,3
55,0,Travel_Frequently,Research & Development,2,1,Life Sciences,1096,4,Male,3,3,Manufacturing Director,2,Married,10976,3,Y,No,18,3,2,80,1,23,4,3,3,2,1,2
46,0,Travel_Rarely,Research & Development,2,3,Life Sciences,575,1,Male,3,4,Research Director,3,Married,17861,6,Y,No,13,3,3,80,0,26,2,1,3,2,0,1
60,0,Travel_Frequently,Sales,28,3,Marketing,573,3,Female,2,3,Sales Executive,1,Married,10266,4,Y,No,19,3,4,80,0,22,5,4,18,13,13,11
29,1,Travel_Rarely,Sales,9,3,Marketing,1752,2,Female,1,1,Sales Representative,2,Single,2760,1,Y,No,13,3,3,80,0,2,3,3,2,2,2,2
49,0,Travel_Rarely,Research & Development,1,3,Technical Degree,887,3,Female,3,1,Research Scientist,1,Married,3580,2,Y,No,16,3,2,80,1,7,2,3,4,2,0,2
42,1,Travel_Frequently,Sales,12,3,Life Sciences,1167,3,Male,3,4,Sales Executive,1,Single,13758,0,Y,Yes,12,3,2,80,0,22,2,2,21,9,13,14
35,0,Travel_Frequently,Sales,1,3,Marketing,314,3,Female,3,3,Sales Executive,3,Single,8789,1,Y,No,14,3,1,80,0,10,3,4,10,7,0,8
37,0,Travel_Rarely,Research & Development,6,3,Medical,474,3,Male,4,2,Research Scientist,1,Divorced,5974,4,Y,Yes,13,3,1,80,2,13,2,3,7,7,6,7
53,0,Travel_Rarely,Research & Development,24,4,Medical,1689,2,Male,4,3,Healthcare Representative,4,Married,7005,3,Y,No,15,3,3,80,0,11,2,3,4,3,1,2
37,0,Travel_Rarely,Research & Development,10,3,Medical,1640,2,Female,3,1,Research Scientist,2,Married,3936,1,Y,No,11,3,1,80,1,8,2,1,8,4,7,7
50,0,Travel_Frequently,Research & Development,22,5,Medical,1539,3,Male,1,4,Research Director,4,Single,14411,1,Y,Yes,13,3,4,80,0,32,2,3,32,6,13,9
54,0,Travel_Rarely,Research & Development,2,4,Technical Degree,126,1,Female,3,3,Research Director,3,Married,13549,9,Y,No,12,3,1,80,1,16,5,1,4,3,0,3
50,0,Travel_Frequently,Human Resources,3,3,Medical,644,1,Male,3,5,Manager,2,Married,18200,1,Y,No,11,3,3,80,1,32,2,3,32,5,10,7
48,0,Travel_Rarely,Research & Development,4,3,Life Sciences,1363,4,Male,3,3,Manufacturing Director,4,Single,7898,1,Y,No,11,3,3,80,0,11,2,3,10,9,0,8
29,0,Travel_Rarely,Sales,3,2,Medical,690,2,Female,3,2,Sales Executive,3,Married,5561,1,Y,No,14,3,1,80,1,6,5,2,6,0,1,2
51,0,Travel_Rarely,Human Resources,5,3,Life Sciences,1352,3,Male,3,4,Manager,2,Divorced,14026,1,Y,Yes,11,3,2,80,1,33,2,3,33,9,0,10
32,1,Travel_Frequently,Research & Development,5,2,Life Sciences,1939,1,Female,4,1,Research Scientist,3,Single,2432,3,Y,Yes,14,3,1,80,0,8,2,3,4,1,0,3
41,1,Travel_Rarely,Research & Development,2,4,Life Sciences,927,2,Female,1,1,Laboratory Technician,4,Divorced,2778,4,Y,Yes,13,3,3,80,1,10,1,2,7,7,1,0
54,0,Travel_Rarely,Sales,3,3,Marketing,303,4,Female,3,2,Sales Executive,1,Married,5940,2,Y,No,14,3,4,80,1,16,4,3,6,2,0,5
