Age,Attrition,BusinessTravel,DistanceFromHome,Education,EmployeeNumber,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Department_0,Department_1,Department_2,EducationField_0,EducationField_1,EducationField_2,EducationField_3,EducationField_4,EducationField_5,JobRole_0,JobRole_1,JobRole_2,JobRole_3,JobRole_4,JobRole_5,JobRole_6,JobRole_7,JobRole_8
22,0,2,19,1,217,3,1,3,1,4,2,2323,1,0,24,4,1,2,2,6,3,2,2,2,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
33,0,2,14,3,252,4,0,3,1,2,2,2756,1,0,13,3,4,1,8,5,3,8,7,1,6,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
55,0,0,8,1,1278,4,1,2,4,2,1,13577,1,1,15,3,4,1,34,3,3,33,9,15,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
27,0,1,2,1,1371,4,1,1,2,4,0,5071,3,0,20,4,2,0,8,3,3,6,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
30,0,0,2,3,571,3,0,3,1,4,0,2564,0,0,14,3,3,0,12,2,2,11,7,6,7,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
33,0,1,3,4,5,4,0,3,1,3,2,2909,1,1,11,3,3,0,8,3,3,8,7,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
36,0,0,24,4,419,2,0,3,2,2,2,5674,7,0,15,3,3,1,11,3,3,9,8,0,8,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
33,0,2,10,4,1924,2,1,3,2,3,0,5487,1,0,14,3,2,0,10,2,2,10,4,0,9,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
28,0,2,1,3,1834,3,0,3,1,1,2,3591,1,0,25,4,3,1,3,3,3,3,2,1,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
30,1,2,1,3,1562,2,1,2,2,1,2,9714,1,0,11,3,4,1,10,4,3,10,8,6,7,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
29,1,2,27,3,283,2,0,3,3,4,2,7639,1,0,22,4,4,3,10,3,2,10,4,1,9,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
39,1,2,23,3,1310,3,1,3,1,1,0,3904,0,0,13,3,1,0,6,2,3,5,2,0,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
36,0,2,26,4,1682,1,1,3,2,3,2,5347,6,0,14,3,2,2,10,2,2,3,2,0,2,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
32,0,0,29,4,1046,4,0,3,1,3,0,4025,9,0,12,3,2,0,10,2,3,8,7,7,7,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
23,0,2,4,3,705,1,1,4,1,1,2,2819,2,0,16,3,1,1,5,3,4,3,2,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
29,0,2,10,3,749,3,1,3,1,3,0,2642,1,0,11,3,3,0,1,6,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
41,0,2,1,3,534,2,1,4,3,1,2,8392,1,0,16,3,3,1,10,2,3,10,7,0,7,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
54,0,2,7,4,1830,4,0,3,2,4,2,6854,4,0,15,3,2,1,14,2,2,7,1,1,7,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
35,1,1,25,4,881,4,0,3,1,2,1,2022,1,1,19,3,1,1,10,3,2,10,2,7,8,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
28,0,1,6,3,1154,3,1,2,1,3,1,2703,1,1,14,3,4,1,3,2,3,3,1,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
34,0,2,3,2,1779,4,0,1,2,4,0,6029,5,0,12,3,1,0,6,3,3,2,2,2,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
31,0,1,1,3,1956,4,1,1,2,1,2,5003,1,0,21,4,2,0,10,6,3,10,8,8,7,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
32,1,0,11,4,631,4,1,4,2,3,2,4707,8,0,12,3,4,0,6,2,3,4,2,1,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
40,0,1,11,3,1985,4,0,3,2,3,2,6323,1,0,11,3,1,1,10,2,4,10,9,9,4,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
28,0,2,2,1,1136,1,1,2,1,2,2,3201,0,0,17,3,1,0,6,2,1,5,3,0,4,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
22,0,2,1,2,872,4,1,2,2,4,2,4775,6,0,22,4,1,2,4,2,1,2,2,2,2,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
28,0,1,1,4,1286,4,1,3,1,3,0,2154,0,1,11,3,3,0,5,2,2,4,2,0,2,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
25,0,2,4,2,527,2,0,2,2,4,0,4487,1,1,11,3,2,0,5,3,3,5,4,1,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
35,0,0,3,3,704,3,1,2,1,3,2,1281,1,0,18,3,3,2,1,3,3,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
32,0,2,7,5,1446,4,1,3,2,4,2,9204,4,0,12,3,3,1,7,3,2,4,3,0,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
38,0,2,6,2,1782,4,0,2,1,3,2,3702,1,0,11,3,2,1,5,3,3,5,4,0,4,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
29,1,1,13,3,1487,1,0,3,2,2,0,5765,5,0,11,3,1,0,7,4,1,5,3,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
25,0,2,28,3,183,1,1,2,2,3,2,8639,2,0,18,3,4,0,6,3,3,2,2,2,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
29,0,2,15,2,15,4,0,2,2,3,0,4193,0,1,12,3,4,0,10,3,3,9,5,0,8,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
31,0,0,5,3,2057,2,1,3,2,1,0,9936,0,0,19,3,2,0,10,2,3,9,4,1,7,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
40,0,2,24,2,335,1,1,3,2,4,1,3319,1,0,17,3,1,2,9,3,3,9,8,4,7,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
54,0,1,20,4,450,4,0,3,2,3,0,4869,3,0,12,3,4,0,20,4,2,4,3,0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
47,0,2,2,4,1443,1,0,3,4,3,2,17169,3,0,19,3,2,2,26,2,4,20,17,5,6,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
27,0,1,8,1,800,3,1,3,2,4,2,4342,0,0,19,3,2,1,5,3,3,4,2,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
35,0,2,1,3,620,1,0,3,2,3,0,4859,1,0,16,3,4,0,5,3,3,5,4,0,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
48,0,0,1,4,1116,1,1,4,4,4,0,16885,2,0,22,4,3,0,27,3,2,5,4,2,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
47,0,2,26,4,1625,4,0,3,5,3,2,19658,3,0,11,3,3,1,27,2,3,5,2,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
51,0,2,6,3,162,1,1,3,5,3,0,19537,7,0,13,3,3,0,23,5,3,20,18,15,15,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
41,0,0,2,4,616,1,0,2,2,3,0,6811,2,1,17,3,1,0,10,3,3,8,7,0,7,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
30,0,2,15,2,1754,3,1,2,3,1,1,7140,2,0,11,3,1,1,12,2,3,7,7,1,7,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
34,0,2,8,2,1823,2,1,4,2,3,2,6799,1,0,21,4,3,2,10,5,3,10,8,4,8,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
30,0,2,10,3,1179,3,1,2,2,3,2,6578,1,0,18,3,1,1,10,3,3,10,3,1,4,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
27,0,0,3,3,850,4,1,3,1,4,2,1706,1,0,11,3,3,3,0,6,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
41,0,2,1,3,734,4,1,2,5,3,2,19189,1,0,12,3,2,1,22,3,3,22,7,2,10,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
49,0,2,8,2,944,1,0,3,3,2,2,7403,4,0,11,3,3,1,29,3,2,26,9,1,7,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
35,0,2,1,3,1369,4,0,2,2,4,2,5363,0,0,12,3,2,1,10,0,3,9,7,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
36,0,2,12,5,1073,4,0,2,3,4,0,8858,0,0,11,3,2,0,15,2,2,14,8,7,8,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
29,1,2,1,3,896,2,0,2,1,3,1,2800,6,1,19,3,3,3,5,3,3,3,2,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
20,1,1,9,3,1077,4,0,3,1,4,0,2323,1,1,14,3,2,0,2,3,3,2,2,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
35,1,2,23,2,261,2,1,2,2,3,2,5916,3,1,13,3,1,0,8,1,3,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
56,0,2,4,4,1191,4,0,3,5,1,1,19943,4,0,13,3,4,1,28,2,3,5,2,4,2,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
38,0,1,2,2,556,4,1,3,1,4,2,1702,1,1,23,4,3,1,1,3,3,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
36,0,2,27,3,13,3,1,3,2,3,2,5237,6,0,13,3,2,2,17,3,2,7,7,7,7,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
26,0,1,1,3,384,3,0,3,2,2,1,6397,1,0,20,4,1,1,6,6,1,6,5,1,4,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
50,0,0,2,4,905,1,1,3,4,1,1,17924,1,0,11,3,4,1,31,3,3,31,6,14,7,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
32,1,2,9,3,190,1,0,3,1,1,0,4200,7,0,22,4,1,0,10,2,4,5,4,0,4,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
32,0,2,1,4,2013,2,1,2,1,2,2,2269,0,0,14,3,2,1,3,2,3,2,2,2,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
29,0,2,1,3,1249,1,0,3,1,4,1,3760,1,0,15,3,1,3,3,5,3,3,2,1,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
30,0,2,6,3,1311,1,0,2,2,4,2,4627,0,0,12,3,1,1,10,6,3,9,2,6,7,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
40,0,0,28,3,615,3,1,1,3,1,1,10932,3,0,15,3,3,1,20,2,3,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
34,0,1,1,4,1431,4,1,3,1,1,1,2996,5,0,14,3,3,2,10,2,3,4,3,1,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
29,0,2,3,1,1586,2,1,3,1,1,0,4723,1,1,18,3,4,0,10,3,3,10,9,1,5,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
55,0,2,1,3,374,4,1,3,5,1,0,19045,0,1,14,3,3,0,37,2,3,36,10,4,13,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
38,0,2,1,4,230,1,0,2,2,4,0,8686,4,0,22,4,3,0,12,2,4,8,3,0,7,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
46,0,0,26,2,1801,2,1,2,2,2,0,7991,8,0,15,3,3,0,6,3,3,2,2,2,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
36,0,2,3,4,1425,1,0,3,2,2,0,9278,3,1,16,3,4,0,15,3,3,5,4,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
58,1,2,2,3,977,4,1,3,1,3,0,2479,4,0,24,4,1,0,7,4,3,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
44,0,2,7,4,36,1,0,2,3,4,2,10248,3,0,14,3,4,1,24,4,3,22,6,5,17,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
40,0,2,26,3,1066,3,1,3,2,1,2,8396,1,0,14,3,2,1,8,3,2,7,7,7,5,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
33,0,2,13,1,995,2,0,3,1,4,0,3452,3,0,18,3,1,0,5,4,3,3,2,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
26,1,1,3,1,510,3,1,3,1,1,0,3102,0,0,22,4,3,0,7,2,3,6,4,0,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
49,0,2,16,3,1674,4,0,3,1,1,1,2587,4,1,16,3,2,1,17,2,2,2,2,2,2,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
35,0,2,26,4,2040,3,0,3,3,4,0,8837,1,1,16,3,3,0,9,2,3,9,0,1,7,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
27,0,0,8,5,1094,1,1,1,1,3,2,4621,1,0,19,3,4,3,3,4,3,3,2,1,2,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
26,0,2,6,3,164,3,0,2,1,2,2,2368,1,0,19,3,3,0,5,3,2,5,4,4,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
49,0,2,20,4,170,3,0,3,2,1,2,6567,1,0,14,3,3,0,16,2,2,15,11,5,11,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
49,0,2,1,2,431,3,0,2,4,3,0,13964,7,1,12,3,4,0,25,2,3,7,1,0,7,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
45,0,2,25,2,1888,2,0,2,2,4,2,5906,0,0,13,3,4,2,10,2,2,9,8,3,8,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
28,1,2,5,4,65,3,1,3,1,3,0,3441,1,1,13,3,3,0,2,3,2,2,2,2,2,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
26,0,2,6,3,686,3,0,3,1,4,2,2659,1,1,13,3,3,1,3,2,3,3,2,0,2,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
44,1,2,10,4,1200,3,1,3,1,3,0,2936,1,1,11,3,3,0,6,4,3,6,4,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
40,0,2,1,4,1361,2,1,3,1,2,2,2387,3,0,22,4,3,1,7,3,3,4,2,0,3,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
26,0,2,5,3,2060,4,0,2,1,3,0,2966,0,0,18,3,4,0,5,2,3,4,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
34,0,0,3,4,1115,3,1,2,1,4,2,2979,3,0,17,3,4,3,6,2,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
34,0,1,2,2,1140,4,1,3,2,3,0,4033,2,0,11,3,4,0,5,3,2,3,2,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
35,0,2,27,4,1728,4,1,3,2,3,2,6883,2,0,16,3,2,1,17,3,3,7,7,0,7,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
43,0,2,6,3,1402,1,0,2,2,3,0,4081,1,1,14,3,1,0,20,3,1,20,7,1,8,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
30,0,2,2,3,117,3,1,2,2,4,2,4152,1,0,19,3,1,3,11,3,3,11,10,10,8,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
44,0,2,1,4,1903,2,1,4,2,1,2,5033,2,0,15,3,4,1,10,5,3,2,0,2,2,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
42,0,2,12,3,1768,2,1,3,1,2,1,2766,8,0,22,4,2,3,7,6,2,5,3,0,4,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
30,0,0,3,3,562,3,1,3,1,4,2,2097,4,0,15,3,3,1,9,3,1,5,3,1,4,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
30,0,0,22,4,567,3,0,3,3,1,2,8412,0,0,11,3,3,0,10,3,3,9,8,7,8,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
38,0,1,10,1,1006,3,1,3,1,3,2,2684,0,0,17,3,2,1,3,0,2,2,1,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
31,1,1,1,4,1427,2,0,1,1,3,0,1359,1,0,12,3,2,0,1,3,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
54,0,2,2,4,1070,3,0,2,3,3,2,10686,6,0,11,3,2,1,13,4,3,9,4,7,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
48,0,2,15,4,1576,3,0,3,1,1,2,2367,8,0,12,3,4,1,10,3,2,8,2,7,6,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
31,0,2,8,2,1461,4,0,4,1,2,0,2109,9,0,18,3,4,0,8,3,3,3,2,0,2,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
39,0,2,15,4,1975,2,1,3,4,1,0,13341,0,0,12,3,1,0,21,3,3,20,8,11,10,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
25,0,2,8,3,707,4,1,4,2,2,2,4851,0,0,22,4,3,1,4,4,3,3,2,1,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
34,0,2,1,4,1047,2,1,4,2,4,1,9725,0,0,11,3,4,1,16,2,2,15,1,0,9,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
27,1,2,2,1,667,3,1,3,1,1,1,3041,0,0,11,3,2,1,5,3,3,4,3,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
45,0,2,20,3,1460,2,1,1,3,1,1,10851,2,1,18,3,2,1,24,2,3,7,7,0,7,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
27,0,0,9,3,218,4,1,3,1,2,1,2024,6,0,18,3,4,1,6,1,1,2,2,2,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
46,0,2,2,2,1857,4,1,3,3,4,1,8578,3,0,14,3,3,1,12,4,2,9,8,4,7,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
26,1,2,20,2,1818,4,0,3,1,2,2,2148,0,1,11,3,3,0,6,3,3,5,1,1,4,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
35,0,2,1,3,600,2,1,3,2,3,2,4717,9,0,11,3,3,0,15,2,3,11,9,6,9,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
36,0,2,13,3,829,3,1,3,1,2,2,2143,4,0,13,3,2,1,8,2,3,5,2,0,4,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
43,0,0,7,3,262,4,1,4,1,4,1,2089,4,0,14,3,4,3,7,3,4,5,4,2,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
32,1,2,2,4,1692,4,1,3,1,2,0,1393,1,0,12,3,1,0,1,2,3,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
33,1,2,25,3,1108,1,1,2,1,2,0,2313,4,1,20,4,2,0,5,0,3,2,2,2,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
26,0,1,1,3,956,3,1,2,2,1,0,4294,1,0,12,3,2,0,7,2,3,7,7,0,7,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
45,0,1,25,3,1306,2,0,3,5,2,0,18061,3,0,22,4,3,0,22,4,3,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
35,0,2,4,2,53,3,1,3,1,4,1,1951,1,0,12,3,3,1,1,3,3,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
32,0,2,8,2,865,3,0,4,2,3,2,5175,5,0,12,3,3,1,9,3,2,5,3,1,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
31,0,0,10,3,1979,3,0,3,3,3,2,11031,4,0,20,4,3,1,13,2,4,11,7,4,8,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
36,0,2,8,3,83,3,0,3,3,3,1,10096,1,0,13,3,2,3,17,2,3,17,14,12,8,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
55,1,2,2,3,787,4,1,3,5,1,2,19859,5,1,13,3,4,1,24,2,3,5,2,1,4,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
29,0,2,1,3,1954,1,1,3,2,1,2,5373,0,0,12,3,1,1,6,5,2,5,3,0,2,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
39,0,2,24,1,2014,1,1,3,2,4,0,4108,7,0,13,3,1,0,18,2,3,7,7,1,7,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
34,0,2,10,4,1055,3,0,3,1,3,2,2220,1,1,19,3,4,1,1,2,3,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
49,0,2,1,3,1677,3,1,3,4,3,0,15379,4,0,14,3,1,0,23,2,3,8,7,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
36,0,1,11,3,85,2,1,2,2,2,0,6499,1,0,13,3,3,0,6,3,3,6,5,0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
25,1,2,5,3,142,3,1,2,2,3,0,5744,1,1,11,3,4,0,6,1,3,6,4,0,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
35,0,2,7,3,845,3,1,3,3,3,0,10221,3,0,21,4,2,0,17,3,4,8,5,1,6,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
28,0,2,8,2,395,4,0,3,1,4,0,3310,1,0,21,4,4,0,5,3,3,5,3,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
28,0,0,1,3,1315,3,0,1,2,4,2,6674,0,0,11,3,1,3,10,6,3,9,8,7,5,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
37,0,2,8,2,1794,3,1,3,2,2,1,4071,2,0,13,3,3,0,19,4,2,10,0,4,7,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
36,0,0,9,4,1949,1,1,4,1,2,2,2810,1,0,22,4,2,0,5,3,3,5,4,0,2,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
31,0,2,2,1,604,2,1,3,2,4,0,6582,4,1,13,3,3,0,10,2,4,6,5,0,5,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
35,0,2,16,2,1886,4,0,2,2,2,2,4788,0,1,11,3,4,0,4,2,3,3,2,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
30,1,1,4,3,514,3,1,3,1,4,0,2285,9,1,23,4,3,0,3,4,3,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
34,0,2,9,3,717,4,0,2,3,2,0,8621,1,0,14,3,2,0,9,3,4,8,7,7,7,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
38,0,1,29,5,79,4,0,3,2,4,0,2406,1,0,11,3,4,0,10,2,3,10,3,9,9,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
38,0,2,2,3,24,4,1,3,1,4,0,3944,5,1,11,3,3,0,6,3,3,3,2,1,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
36,0,2,4,4,1435,1,1,2,2,4,0,5810,1,0,16,3,3,0,10,2,2,10,4,1,8,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
23,1,2,8,1,1684,4,1,2,1,3,0,3989,1,1,11,3,1,0,5,2,3,5,4,1,2,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
27,0,2,4,3,2064,2,1,4,2,2,2,6142,1,1,20,4,2,1,6,0,3,6,2,0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
35,0,2,22,3,577,4,1,1,1,3,0,4230,0,0,15,3,3,0,6,2,3,5,4,4,3,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
38,0,2,9,2,1940,2,1,3,1,4,1,4771,2,0,19,3,4,2,10,0,4,5,2,0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
32,0,2,3,2,727,3,0,3,3,4,0,11159,3,0,15,3,4,0,10,6,3,7,7,7,7,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
23,0,2,9,1,758,2,1,3,1,1,2,2500,1,0,14,3,4,1,5,2,4,4,3,0,2,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
32,0,2,13,4,859,2,1,3,2,4,1,4403,2,0,11,3,3,1,8,3,2,5,2,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
55,0,1,2,1,1096,4,1,3,3,2,2,10976,3,0,18,3,2,1,23,4,3,3,2,1,2,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
46,0,2,2,3,575,1,1,3,4,3,2,17861,6,0,13,3,3,0,26,2,1,3,2,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
60,0,1,28,3,573,3,0,2,3,1,2,10266,4,0,19,3,4,0,22,5,4,18,13,13,11,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
29,1,2,9,3,1752,2,0,1,1,2,0,2760,1,0,13,3,3,0,2,3,3,2,2,2,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
49,0,2,1,3,887,3,0,3,1,1,2,3580,2,0,16,3,2,1,7,2,3,4,2,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
